freq,c_dest,purpose,duration,wstatus,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,WORLD,PER,N1-3,UNE,NR,LV	287494 	255542 	199105 	153543 	220133 	159857 	97920 	75525 u	67614 u	75667 	111706 	125360 	106463 
A,WORLD,PER,N1-3,UNE,NR,MK	: 	: 	: 	: 	: 	: 	: 	16084 u	20237 	11436 u	: 	: 	: 
A,WORLD,PER,N1-3,UNE,NR,MT	: 	: 	: 	: u	: u	: 	: 	4167 u	: u	: u	5791 u	7367 u	: u
A,WORLD,PER,N1-3,UNE,NR,NL	1605196 	1350706 	1581087 	1375804 	1466279 	794128 	617881 	728278 	492686 	556564 	291201 	321450 	466179 
A,WORLD,PER,N1-3,UNE,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	538142 
A,WORLD,PER,N1-3,UNE,NR,PT	770229 	741078 	: 	668268 	735070 	197072 	637431 	446811 	326534 	463342 	566960 	: u	365475 
A,WORLD,PER,N1-3,UNE,NR,RO	230217 	261952 	189663 	155772 	153101 	125692 	77931 	69083 	67525 	102599 	79556 	86808 u	102938 u
A,WORLD,PER,N1-3,UNE,NR,RS	: 	: 	: 	: 	: 	: 	90917 u	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N1-3,UNE,NR,SI	188933 	231013 	165078 	130456 	163026 	: 	: 	: 	: 	126986 	77647 	145673 	91168 
A,WORLD,PER,N_GE1,ACT_INAC,NR,AL	: 	: 	: 	: 	: 	4093342 	: 	5088307 	3170057 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,ACT_INAC,NR,AT	18001628 	18239891 	18340796 	17907562 	19682970 	19600944 	20262208 	21207526 	12653530 	16143182 	25024565 	27011515 	27526741 
A,WORLD,PER,N_GE1,ACT_INAC,NR,BE	10158987 	12211145 	12067008 	12872666 	14617157 	13951289 b	15499574 	16840325 	8722366 	12036481 	16934367 	17915979 	18497208 
A,WORLD,PER,N_GE1,ACT_INAC,NR,BG	3423764 	3742658 	3578596 	2914114 	3419777 	5267997 	4888958 	4738598 	2411954 	3061759 	4140706 	4625663 	5140846 
A,WORLD,PER,N_GE1,ACT_INAC,NR,CH	16890799 	18442005 	17838543 	18820168 	18955034 	20653678 	20405245 	18493170 	12910825 	13439533 	17694674 	: 	: 
A,WORLD,PER,N_GE1,ACT_INAC,NR,CY	2283614 	2172985 	2270230 	2197131 	2379840 	2514958 	2742619 	2876725 	2073038 	2249002 	2730615 	2969329 	3104196 
A,WORLD,PER,N_GE1,ACT_INAC,NR,CZ	31406312 	29608213 	31442035 	28731506 	31607474 	34413101 	33174826 	33484994 	22635926 	25415885 	32086388 	27098050 	28136218 
A,WORLD,PER,N_GE1,ACT_INAC,NR,DE	199765991 	207226639 	197188861 	210083293 	213495421 	202296144 	225708302 	219584535 	126363886 	156531167 	191695483 	216368017 	240157324 
A,WORLD,PER,N_GE1,ACT_INAC,NR,DK	26443296 	29281207 b	30211808 	30118473 	27320116 	23658365 	15262792 	26018826 	19504887 	14854001 	16276151 	16080571 	24954923 
A,WORLD,PER,N_GE1,ACT_INAC,NR,EE	2513880 	2449846 	3285966 	3293653 	3743081 	3830927 	5520344 	4376654 	2366437 	2499215 	3337308 	4099544 	4320250 
A,WORLD,PER,N_GE1,ACT_INAC,NR,EL	6778200 	5162644 	5971715 	5452536 	5192322 	5917301 	6318386 	5781321 	4603998 	5053178 	6652808 	6678092 	6972729 
A,WORLD,PER,N_GE1,ACT_INAC,NR,ES	124268339 	121547454 	118949657 	129381060 b	136718002 	144731444 	146661580 	145713398 	76102977 	109029569 	131651380 	138318957 	140856393 
A,WORLD,PER,N_GE1,ACT_INAC,NR,FI	33897695 	33551261 	32270880 	32981505 	33206047 	33997694 	33093970 	33082843 	23336399 	29246905 	29755346 	27496056 	30165719 
A,WORLD,PER,N_GE1,ACT_INAC,NR,FR	203184738 	203602292 	205903787 	183110642 	179613679 	196173554 	196114914 	193354601 	147988211 	181771179 	206169571 	217636261 	206484954 
A,WORLD,PER,N_GE1,ACT_INAC,NR,HR	7284473 	7709380 	6649823 	5653498 	3757674 	4057749 	4331636 	5125886 	2787061 	3553325 	4042206 	5006498 	5462437 
A,WORLD,PER,N_GE1,ACT_INAC,NR,HU	17558336 	15303319 	16560041 	17283948 	17389453 	17913939 	18559360 	19051406 	9690202 	10832887 	15297544 	16198655 	16695458 
A,WORLD,PER,N_GE1,ACT_INAC,NR,IE	11116378 	11132809 	11372091 	11720060 	12406347 	13379728 	14620524 	15689226 	7648824 	6127487 	16961759 	17630155 	23647205 
A,WORLD,PER,N_GE1,ACT_INAC,NR,IT	55155456 	46424986 	46881229 b	43875348 	50828763 	50794932 	59337852 	54538932 	29769407 	33442757 	43568101 	41088808 	38695109 
A,WORLD,PER,N_GE1,ACT_INAC,NR,LT	3591817 	3697248 	3740470 	3796313 	3757500 	3788279 	4067849 	4299140 	2637489 	3342817 	4637125 	5084292 	5820806 
A,WORLD,PER,N_GE1,ACT_INAC,NR,LU	1354875 	1404240 	1540940 	1471638 	1411381 	1975826 	2068951 	2071537 	1388693 	1784687 	2663071 	2831225 	2793603 
A,WORLD,PER,N_GE1,ACT_INAC,NR,LV	4752603 	3980389 	4369740 	3972359 	4071859 	3969184 	3722889 	3728515 	1710120 	2789931 	3939978 	4329881 	4576558 
A,WORLD,PER,N_GE1,ACT_INAC,NR,ME	: 	: 	: 	: 	1374144 	1270386 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,ACT_INAC,NR,MK	: 	: 	: 	: 	: 	: 	: 	534230 	288966 	461664 	: 	: 	: 
A,WORLD,PER,N_GE1,ACT_INAC,NR,MT	437605 	457866 	485803 b	517739 	637075 	688388 	752720 	785453 	500528 	599243 	865837 	1087320 	1130925 
A,WORLD,PER,N_GE1,ACT_INAC,NR,NL	44231312 	41109704 	40200462 	39309747 	40251419 	41545466 	41009898 	42583347 	26617535 	41330407 	41989800 	44135885 	43973346 
A,WORLD,PER,N_GE1,ACT_INAC,NR,NO	: 	15919247 	19137212 	17879796 	17453107 	18374095 	22236771 	: 	: 	20231575 	25104032 	24074584 	27176290 
A,WORLD,PER,N_GE1,ACT_INAC,NR,PL	45393594 	47381735 	46601121 b	48700497 	52548595 	55176857 	57605263 	60624660 	42760021 	50799165 	60469189 	62464709 	63893726 
A,WORLD,PER,N_GE1,ACT_INAC,NR,PT	12827024 	13658478 	13203235 	14171255 	14375075 	16025008 	16539484 	18576455 	11468879 	13656709 	17464959 	18408222 	18020301 
A,WORLD,PER,N_GE1,ACT_INAC,NR,RO	16410642 	17177613 	16855253 	16070931 	16768435 	17270735 	17831849 	18751902 	11409029 	16956911 	17879468 	20977578 	21008608 
A,WORLD,PER,N_GE1,ACT_INAC,NR,RS	: 	: 	: 	: 	: 	: 	1548475 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,ACT_INAC,NR,SE	: 	: 	32223146 	35254954 	35049431 	48302587 	44870473 	44927054 	47682692 	50402910 	65222248 	: 	69093837 
A,WORLD,PER,N_GE1,ACT_INAC,NR,SI	4054317 	4216638 	4044835 	3869157 	4055686 	4288161 	4575093 	4305022 	2252926 	4962591 	5412733 	7063397 	7389938 
A,WORLD,PER,N_GE1,ACT_INAC,NR,SK	5969134 	5733000 b	5983576 	6984050 	8315679 	9321385 	10740338 	12053384 	4994776 	5926636 	9760240 	10996056 	11236353 
A,WORLD,PER,N_GE1,ACT_INAC,NR,UK	136157487 	135898066 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,EDUC,NR,AL	: 	: 	: 	: 	: 	519069 	: 	507900 	386838 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,EDUC,NR,AT	2106561 	2399552 	2138575 	1937340 	2445971 	2152682 	2302656 	2497369 	1306508 	1781493 	3059602 	2716743 	3057483 
A,WORLD,PER,N_GE1,EDUC,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	1346975 	1863924 	1802514 	1957817 
A,WORLD,PER,N_GE1,EDUC,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	362807 	445845 	554824 	526164 
A,WORLD,PER,N_GE1,EDUC,NR,DK	: 	: 	: 	: 	: 	: 	: 	5496038 	4439282 	2979495 	3194641 	2935075 	5169610 
A,WORLD,PER,N_GE1,EDUC,NR,EE	230678 	270656 	456801 	297399 	345056 	442172 	609784 	488835 	228287 	291473 	327997 	417584 	514715 
A,WORLD,PER,N_GE1,EDUC,NR,ES	15642112 	15860573 	14902453 	11697467 b	14800618 	16097895 	15808722 	15005540 	9825316 	14404383 	12325432 	9369598 	13948048 
A,WORLD,PER,N_GE1,EDUC,NR,FI	5941292 	4974779 	5132326 	5034017 	5007146 	5062586 	5469383 	4837678 	3457924 	4391396 	4153906 	3489250 	3670155 
A,WORLD,PER,N_GE1,EDUC,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	9960691 	10279730 	13227386 	27809290 	22779638 
A,WORLD,PER,N_GE1,EDUC,NR,HR	: 	: 	1427043 	953675 	: 	686296 	: 	681134 	347444 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,EDUC,NR,HU	: 	: 	: 	1066060 	1203785 	1115404 	1175971 	1250604 	761743 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,EDUC,NR,LU	164435 	: 	: 	: 	: 	: 	: 	195518 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,EDUC,NR,LV	541034 	426067 	420323 	313817 	403637 	311637 	332650 	280240 	129780 u	260392 	292132 	317551 	343868 
A,WORLD,PER,N_GE1,EDUC,NR,MK	: 	: 	: 	: 	: 	: 	: 	62742 	33916 	48746 	: 	: 	: 
A,WORLD,PER,N_GE1,EDUC,NR,MT	: 	: 	: 	62198 	139782 	: 	: 	68483 	44511 	42758 	49068 	60786 	69052 
A,WORLD,PER,N_GE1,EDUC,NR,NL	5103315 	5690428 	4815786 	4506795 	4866568 	5917188 	4835079 	4760204 	2846545 	6083270 	5979400 	5812703 	6317758 
A,WORLD,PER,N_GE1,EDUC,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1047346 
A,WORLD,PER,N_GE1,EDUC,NR,PT	1075009 	1137759 	: 	1386324 	1273785 	428846 	1469395 	1819007 	1258989 	1286016 	1658537 	48157 	1882146 
A,WORLD,PER,N_GE1,EDUC,NR,RO	2253089 	1995948 	1893360 	1665476 	1713354 	1867451 	1929504 	1876723 	1110685 	1750303 	1859275 	4271300 	4136787 
A,WORLD,PER,N_GE1,EDUC,NR,RS	: 	: 	: 	: 	: 	: 	220335 u	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,EDUC,NR,SI	680632 	656585 	633731 	496082 	514166 	: 	: 	: 	: 	539406 	654817 	943020 	834128 
A,WORLD,PER,N_GE1,EMP,NR,AL	: 	: 	: 	: 	: 	1987873 	: 	2621934 	1552484 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,EMP,NR,AT	10703325 	10747602 	11362577 	11038712 	12180932 	12442999 	13088405 	13112223 	8696344 	11184924 	16896512 	17351944 	17051798 
A,WORLD,PER,N_GE1,EMP,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	8098923 	11000374 	11534885 	12002486 
A,WORLD,PER,N_GE1,EMP,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	2249338 	3075248 	3315522 	3712909 
A,WORLD,PER,N_GE1,EMP,NR,DK	: 	: 	: 	: 	: 	: 	: 	14991215 	10949894 	8658680 	9358310 	9276952 	14365728 
A,WORLD,PER,N_GE1,EMP,NR,EE	1770561 	1733157 	2161642 	2414152 	2759968 	2749147 	3981107 	3139632 	1727088 	1773071 	2512862 	2972681 	3041614 
A,WORLD,PER,N_GE1,EMP,NR,ES	68901977 	65668201 	64978030 	75054808 b	79522211 	84335830 	87296578 	85008506 	44243828 	63886755 	82126795 	90381486 	84710654 
A,WORLD,PER,N_GE1,EMP,NR,FI	19195603 	19749344 	18493501 	18814662 	18755053 	19816157 	18961021 	19395351 	13842001 	17306326 	18128264 	16541785 	17611970 
A,WORLD,PER,N_GE1,EMP,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	95571231 	109862453 	120313934 	132891744 	130268688 
A,WORLD,PER,N_GE1,EMP,NR,HR	: 	: 	2983206 	2636387 	: 	2167497 	: 	2938891 	1664281 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,EMP,NR,HU	: 	: 	: 	7245042 	6818801 	7222665 	7086090 	7080010 	4769092 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,EMP,NR,LU	874608 	: 	: 	: 	: 	: 	: 	1414844 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,EMP,NR,LV	3029440 	2536703 	2926593 	2777766 	2739658 	2898725 	2713311 	2783464 	1276136 	2046008 	2903890 	3280715 	3478115 
A,WORLD,PER,N_GE1,EMP,NR,MK	: 	: 	: 	: 	: 	: 	: 	317407 	191089 	298137 	: 	: 	: 
A,WORLD,PER,N_GE1,EMP,NR,MT	: 	: 	: 	318967 	403053 	: 	: 	561207 	380903 	459568 	646734 	803823 	842556 
A,WORLD,PER,N_GE1,EMP,NR,NL	24670623 	22924386 	22281743 	22115732 	23143454 	23903739 	24724988 	25084226 	16891266 	24748242 	25189994 	26553497 	25854127 
A,WORLD,PER,N_GE1,EMP,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18456609 
A,WORLD,PER,N_GE1,EMP,NR,PT	7259243 	6276918 	: 	7892187 	8155033 	2884258 	10137791 	11135228 	7013219 	8258031 	10795202 	259154 	11374613 
A,WORLD,PER,N_GE1,EMP,NR,RO	10641592 	11532793 	11512982 	10872699 	11642144 	11844677 	12604605 	13330564 	8337985 	12042364 	12799165 	13197199 	13611489 
A,WORLD,PER,N_GE1,EMP,NR,RS	: 	: 	: 	: 	: 	: 	852324 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,EMP,NR,SI	2251722 	2432129 	2364466 	2191419 	2278906 	: 	: 	: 	: 	3324987 	3723854 	4613189 	5113763 
A,WORLD,PER,N_GE1,INAC_OTH,NR,AL	: 	: 	: 	: 	: 	811119 	: 	1133490 	644717 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,INAC_OTH,NR,AT	4961801 	4858010 	4620894 	4676934 	4752516 	4790093 	4638600 	5245244 	2274551 	2864708 	4591872 	6445651 	6791245 
A,WORLD,PER,N_GE1,INAC_OTH,NR,BE	10158987 	12211145 	12067008 	12872666 	14617157 	13951289 b	15499574 	16840325 	8722366 	2316566 	3617063 	4064456 	4070161 
A,WORLD,PER,N_GE1,INAC_OTH,NR,BG	3423764 	3742658 	3578596 	2914114 	3419777 	5267997 	4888958 	4738598 	2411954 	354628 	515977 	658099 	751671 
A,WORLD,PER,N_GE1,INAC_OTH,NR,CH	16890799 	18442005 	17838543 	18820168 	18955034 	20653678 	20405245 	18493170 	12910825 	13439533 	17694674 	: 	: 
A,WORLD,PER,N_GE1,INAC_OTH,NR,CY	2283614 	2172985 	2270230 	2197131 	2379840 	2514958 	2742619 	2876725 	2073038 	2249002 	2730615 	2969329 	3104196 
A,WORLD,PER,N_GE1,INAC_OTH,NR,CZ	31406312 	29608213 	31442035 	28731506 	31607474 	34413101 	33174826 	33484994 	22635926 	25415885 	32086388 	27098050 	28136218 
A,WORLD,PER,N_GE1,INAC_OTH,NR,DE	199765991 	207226639 	197188861 	210083293 	213495421 	202296144 	225708302 	219584535 	126363886 	156531167 	191695483 	216368017 	240157324 
A,WORLD,PER,N_GE1,INAC_OTH,NR,DK	26443296 	29281207 b	30211808 	30118473 	27320116 	23658365 	15262792 	5184574 	3821234 	2955704 	3460661 	3662593 	5134697 
A,WORLD,PER,N_GE1,INAC_OTH,NR,EE	366623 	339624 	540228 	482801 	531313 	547898 	748040 	647125 	295899 	336838 	387987 	558543 	602263 
A,WORLD,PER,N_GE1,INAC_OTH,NR,EL	6778200 	5162644 	5971715 	5452536 	5192322 	5917301 	6318386 	5781321 	4603998 	5053178 	6652808 	6678092 	6972729 
A,WORLD,PER,N_GE1,INAC_OTH,NR,ES	28243683 	28069924 	28862762 	26154742 b	27989534 	30712132 	31512159 	33470716 	14797759 	21150928 	27876289 	28281148 	31642622 
A,WORLD,PER,N_GE1,INAC_OTH,NR,FI	7674566 	7458312 	7249398 	7503797 	7765092 	7609496 	7726632 	7718599 	5017167 	6401669 	6578560 	6679978 	7669888 
A,WORLD,PER,N_GE1,INAC_OTH,NR,FR	203184738 	203602292 	205903787 	183110642 	179613679 	196173554 	196114914 	193354601 	41398484 	60629903 	71537706 	54898188 	51519226 
A,WORLD,PER,N_GE1,INAC_OTH,NR,HR	7284473 	7709380 	1296394 	1196665 	3757674 	776053 	4331636 	971993 	461005 	3553325 	4042206 	5006498 	5462437 
A,WORLD,PER,N_GE1,INAC_OTH,NR,HU	17558336 	15303319 	16560041 	8697345 	9132410 	9461267 	10203356 	10649085 	4079725 	10832887 	15297544 	16198655 	16695458 
A,WORLD,PER,N_GE1,INAC_OTH,NR,IE	11116378 	11132809 	11372091 	11720060 	12406347 	13379728 	14620524 	15689226 	7648824 	6127487 	16961759 	17630155 	23647205 
A,WORLD,PER,N_GE1,INAC_OTH,NR,IT	55155456 	46424986 	46881229 b	43875348 	50828763 	50794932 	59337852 	54538932 	29769407 	33442757 	43568101 	41088808 	38695109 
A,WORLD,PER,N_GE1,INAC_OTH,NR,LT	3591817 	3697248 	3740470 	3796313 	3757500 	3788279 	4067849 	4299140 	2637489 	3342817 	4637125 	5084292 	5820806 
A,WORLD,PER,N_GE1,INAC_OTH,NR,LU	230766 	1404240 	1540940 	1471638 	1411381 	1975826 	2068951 	424068 	1388693 	1784687 	2663071 	2831225 	2793603 
A,WORLD,PER,N_GE1,INAC_OTH,NR,LV	817794 	697139 	743350 	638678 	633374 	579493 	541147 	532344 	212866 	357128 	589617 	558873 	614311 
A,WORLD,PER,N_GE1,INAC_OTH,NR,ME	: 	: 	: 	: 	1374144 	1270386 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,INAC_OTH,NR,MK	: 	: 	: 	: 	: 	: 	: 	98256 	31077 	80416 	: 	: 	: 
A,WORLD,PER,N_GE1,INAC_OTH,NR,MT	437605 	457866 	485803 b	129654 	87039 	688388 	752720 	147248 	69258 	89398 	158785 	207954 	207172 
A,WORLD,PER,N_GE1,INAC_OTH,NR,NL	11682549 	9897918 	10121113 	9914153 	9323695 	10246992 	10189068 	11389840 	6085936 	9583672 	10225114 	10901072 	10885611 
A,WORLD,PER,N_GE1,INAC_OTH,NR,NO	: 	15919247 	19137212 	17879796 	17453107 	18374095 	22236771 	: 	: 	20231575 	25104032 	24074584 	6763094 
A,WORLD,PER,N_GE1,INAC_OTH,NR,PL	45393594 	47381735 	46601121 b	48700497 	52548595 	55176857 	57605263 	60624660 	42760021 	50799165 	60469189 	62464709 	63893726 
A,WORLD,PER,N_GE1,INAC_OTH,NR,PT	3492704 	5165842 	13203235 	3955323 	3971791 	12449145 	4076608 	4958989 	2651607 	3459912 	4217844 	18083100 	4224771 
A,WORLD,PER,N_GE1,INAC_OTH,NR,RO	3168565 	3277314 	3190400 	3321244 	3220162 	3388075 	3190547 	3449712 	1872527 	3021990 	3126793 	3366101 	3123179 
A,WORLD,PER,N_GE1,INAC_OTH,NR,RS	: 	: 	: 	: 	: 	: 	249036 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,INAC_OTH,NR,SE	: 	: 	32223146 	35254954 	35049431 	48302587 	44870473 	44927054 	47682692 	50402910 	65222248 	: 	69093837 
A,WORLD,PER,N_GE1,INAC_OTH,NR,SI	805238 	793254 	811309 	956519 	993587 	4288161 	4575093 	4305022 	2252926 	905501 	897950 	1271165 	1293307 
A,WORLD,PER,N_GE1,INAC_OTH,NR,SK	5969134 	5733000 b	5983576 	6984050 	8315679 	9321385 	10740338 	12053384 	4994776 	5926636 	9760240 	10996056 	11236353 
A,WORLD,PER,N_GE1,INAC_OTH,NR,UK	136157487 	135898066 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,UNE,NR,AL	: 	: 	: 	: 	: 	775282 	: 	824983 	586018 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,UNE,NR,AT	229942 	234726 	218750 	254576 	303551 	215170 	232546 	352690 	376126 	312056 	476579 	497177 	626215 
A,WORLD,PER,N_GE1,UNE,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	274017 	453005 	514124 	466745 
A,WORLD,PER,N_GE1,UNE,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	94986 	103635 	97218 	150102 
A,WORLD,PER,N_GE1,UNE,NR,DK	: 	: 	: 	: 	: 	: 	: 	346998 	294476 	260121 	262540 	205951 u	284888 
A,WORLD,PER,N_GE1,UNE,NR,EE	146017 	106408 	127295 	99301 	106745 	91710 	181413 	101062 	115162 	97833 	108462 	150735 	161659 
A,WORLD,PER,N_GE1,UNE,NR,ES	11480567 	11948755 	10206412 	16474044 b	14405639 	13585588 	12044122 	12228636 	7236074 	9587503 	9322863 	10286725 	10555070 
A,WORLD,PER,N_GE1,UNE,NR,FI	1086234 	1368827 	1395656 	1629029 	1678755 	1509455 	936934 	1131215 	1019308 	1147514 	894617 	785044 	1213707 
A,WORLD,PER,N_GE1,UNE,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	1057804 	999094 	1090545 	2037038 	1917401 
A,WORLD,PER,N_GE1,UNE,NR,HR	: 	: 	943179 	866771 	: 	427903 	: 	533868 	314331 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,UNE,NR,HU	: 	: 	: 	275501 	234457 	114603 	93943 	71707 	79642 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,UNE,NR,LU	85066 	: 	: 	: 	: 	: 	: 	37106 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,UNE,NR,LV	364336 	320480 	279474 	242100 	295190 	179328 	135780 	132467 	91338 	126403 	154339 	172741 	140265 
A,WORLD,PER,N_GE1,UNE,NR,MK	: 	: 	: 	: 	: 	: 	: 	55825 	32885 	34365 	: 	: 	: 
A,WORLD,PER,N_GE1,UNE,NR,MT	: 	: 	: 	6920 u	7201 u	: 	: 	8514 u	5856 u	7519 u	11250 u	14756 	12145 u
A,WORLD,PER,N_GE1,UNE,NR,NL	2774824 	2596972 	2981820 	2773067 	2917703 	1477547 	1260763 	1349076 	793788 	915223 	595292 	868614 	915850 
A,WORLD,PER,N_GE1,UNE,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	909240 
A,WORLD,PER,N_GE1,UNE,NR,PT	1000067 	1077959 	: 	937421 	974466 	262759 	855690 	663231 	545064 	652750 	793375 	17812 u	538770 
A,WORLD,PER,N_GE1,UNE,NR,RO	347395 	371558 	258511 	211513 	192776 	170532 	107193 	94904 	87831 	142255 	94235 	142978 	137153 u
A,WORLD,PER,N_GE1,UNE,NR,RS	: 	: 	: 	: 	: 	: 	226779 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE1,UNE,NR,SI	316726 	334669 	235329 	225137 	269028 	: 	: 	: 	: 	192697 	136112 	236022 	148740 
A,WORLD,PER,N_GE4,ACT_INAC,NR,AL	: 	: 	: 	: 	: 	1403529 	: 	1988007 	1184714 	: 	: 	: 	: 
A,WORLD,PER,N_GE4,ACT_INAC,NR,AT	9406262 	9201677 	8781517 	8722921 	9582841 	9615054 	9614109 	9883667 	5013080 	7366478 	11060697 	12595746 	13097049 
A,WORLD,PER,N_GE4,ACT_INAC,NR,BE	6512385 	7916016 	7746327 	7603997 	9174698 	8278090 b	9292785 	10132456 	5019067 	6682016 	10139785 	10560850 	11671223 
A,WORLD,PER,N_GE4,ACT_INAC,NR,BG	1347231 	1702929 	1532800 	1358871 	1673758 	2352700 	2269449 	2186699 	1144064 	1325836 	1974871 	2272269 	2351877 
A,WORLD,PER,N_GE4,ACT_INAC,NR,CH	9761174 	10005088 	10200668 	10400613 	11179228 	12055915 	11987905 	10793517 	7220380 	7555836 	10633610 	: 	: 
A,WORLD,PER,N_GE4,ACT_INAC,NR,CY	1051122 	1121540 	1159140 	957565 	1082291 	1112588 	1157833 	1210050 	539894 	586116 	1123241 	1374372 	1488999 
A,WORLD,PER,N_GE4,ACT_INAC,NR,CZ	11726904 	11281952 	11733061 	11290363 	12629643 	13022708 	12873664 	13514706 	9275387 	10426056 	13313170 	12503240 	12167776 
A,WORLD,PER,N_GE4,ACT_INAC,NR,DE	100981271 	104975409 	103159264 	105194733 	109296731 	108307676 	124260670 	117661312 	61521129 	76852294 	109393255 	121533095 	135078849 
A,WORLD,PER,N_GE4,ACT_INAC,NR,DK	7573143 	7710422 b	8101036 	7904095 	7411909 	7839728 	7676198 	10925602 	6691235 	5304240 	6499608 	6642820 	11191064 
A,WORLD,PER,N_GE4,ACT_INAC,NR,EE	700595 	668052 	752679 	777821 	750531 	812155 	1189846 	1062320 	469376 	586081 	807956 	1032521 	1094007 
A,WORLD,PER,N_GE4,ACT_INAC,NR,EL	4028945 	3737582 	4277788 	3872789 	3759235 	4347179 	4638057 	4323327 	3388469 	3768137 	4875641 	5064424 	5303934 
A,WORLD,PER,N_GE4,ACT_INAC,NR,ES	37815133 	36933418 	35862958 	38013087 b	40867817 	42173922 	43653521 	44450192 	23736927 	33739503 	42561715 	46287507 	47029819 
A,WORLD,PER,N_GE4,ACT_INAC,NR,FI	8877013 	8749880 	8810039 	8939302 	9021970 	9041654 	9683781 	10238428 	7895828 	8959267 	10807669 	9623946 	9956219 
A,WORLD,PER,N_GE4,ACT_INAC,NR,FR	97235511 	98948441 	100347449 	89329740 	87750211 	90845193 	92474320 	88738945 	68205709 	79080106 	90139145 	91920200 	91461943 
A,WORLD,PER,N_GE4,ACT_INAC,NR,HR	3202089 	3519186 	2759732 	2874750 	1798542 	2066163 	2139810 	2377089 	1329481 	1801662 	1996329 	2387583 	2499321 
A,WORLD,PER,N_GE4,ACT_INAC,NR,HU	5736017 	5341910 	5526540 	5741856 	5688460 	5870300 	6602528 	6876001 	3166078 	3676760 	5356219 	6214711 	6706689 
A,WORLD,PER,N_GE4,ACT_INAC,NR,IE	4686048 	4665614 	4581775 	4734582 	5178276 	5366808 	5532362 	6264201 	2391500 	2249957 	6276033 	6780222 	8966008 
A,WORLD,PER,N_GE4,ACT_INAC,NR,IT	28869134 	26427292 	24746615 b	22482744 	25404215 	26734243 	30330608 	29834849 	16373646 	20805137 	25355158 	24297563 	23500635 
A,WORLD,PER,N_GE4,ACT_INAC,NR,LT	1353776 	1476015 	1450743 	1456607 	1480332 	1537751 	1687802 	1736008 	722018 	847094 	1555990 	1714654 	1788942 
A,WORLD,PER,N_GE4,ACT_INAC,NR,LU	839895 	864663 	917353 	907097 	946184 	1257502 	1280379 	1227260 	830766 	1111832 	1697906 	1699794 	1742959 
A,WORLD,PER,N_GE4,ACT_INAC,NR,LV	980405 	880535 	1225735 	929266 	847947 	884203 	919002 	1047143 	439106 	618371 	962476 	1223706 	1224599 
A,WORLD,PER,N_GE4,ACT_INAC,NR,ME	: 	: 	: 	: 	650798 	564228 	: 	: 	: 	: 	: 	: 	: 
A,WORLD,PER,N_GE4,ACT_INAC,NR,MK	: 	: 	: 	: 	: 	: 	: 	351790 	119437 	266647 	: 	: 	: 
A,WORLD,PER,N_GE4,ACT_INAC,NR,MT	225130 	234405 	262836 b	284129 	305566 	375318 	432315 	451804 	169506 	242635 	443547 	553880 	585269 
