STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_ppp,Purchasing power parities indicator,ppp_cat18,Analytical categories for purchasing power parities (PPPs) calculation (based on COICOP18),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AL,Albania,2003,,4200,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AL,Albania,2004,,4600,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AL,Albania,2005,,4900,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AL,Albania,2006,,5400,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AL,Albania,2007,,6000,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AL,Albania,2008,,6600,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AL,Albania,2009,,6800,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AL,Albania,2010,,7400,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AL,Albania,2011,,7700,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AL,Albania,2012,,7700,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AL,Albania,2013,,7600,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AL,Albania,2014,,8100,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AL,Albania,2015,,8400,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AL,Albania,2016,,8500,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AL,Albania,2017,,8900,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AL,Albania,2018,,9300,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AL,Albania,2019,,9600,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AL,Albania,2020,,9300,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AL,Albania,2021,,10300,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AL,Albania,2022,,12100,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AL,Albania,2023,,14500,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AL,Albania,2024,,16700,,p,provisional,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2000,,24300,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2001,,24500,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2002,,25400,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2003,,26300,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2004,,27400,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2005,,28500,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2006,,29700,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2007,,30900,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2008,,31900,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2009,,30700,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2010,,31600,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2011,,32900,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2012,,34100,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2013,,34300,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2014,,34700,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2015,,35700,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2016,,36400,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2017,,37000,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2018,,38400,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2019,,39300,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2020,,37400,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2021,,40200,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2022,,44600,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2023,,46400,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,AT,Austria,2024,,47500,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2005,,5600,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2006,,6300,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2008,,7400,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2009,,7200,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2010,,7400,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2011,,7700,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2012,,7800,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2013,,8000,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2014,,8100,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2015,,8500,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2016,,8900,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2017,,9200,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2018,,9800,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2019,,10200,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2020,,9900,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2021,,11000,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2022,,12400,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2023,,13600,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BA,Bosnia and Herzegovina,2024,,13900,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2000,,23100,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2001,,23800,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2002,,24800,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2003,,25400,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2004,,26200,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2005,,27200,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2006,,28000,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2007,,29100,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2008,,29400,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2009,,28600,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2010,,30200,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2011,,30700,,,,,
dataflow,ESTAT:SDG_10_10(1.0),Purchasing power adjusted GDP per capita,A,Annual,EXP_PPS_EU27_2020_HAB,Real expenditure per capita (in PPS_EU27_2020),GDP,Gross domestic product,PC,Percentage,BE,Belgium,2012,,31400,,,,,
