freq,duration,purpose,c_dest,wstatus,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,BG	11857124 	14909073 	12475988 	10199541 	11977231 	17657842 	16455090 	14974719 	9945190 	11471765 	12875431 	14900403 	15098188 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,CH	24715831 	26281045 	26089499 	21967977 	24697194 	26509727 	25851022 	25542823 	32639470 	29420079 	27658085 	: 	: 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,CY	4361062 	4673615 	4491171 	3374489 	3814466 	3713917 	3684230 	3964824 	4638203 	4873278 	4515720 	4351932 	4773356 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,CZ	94981328 	91407995 	97656604 	86913645 	98081852 	101001956 	93646722 	100881491 	85919190 	90002766 	91639125 	77175149 	77471252 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,DE	566722964 	567365856 	570009772 	611975013 	589171749 	551345687 	587418926 	588869942 	456020398 	513745029 	531717227 	536440801 	582449638 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,DK	50591407 	55566796 b	58831786 	66154688 	51351643 	48712395 	39968740 	59681847 	54386930 	41742217 	36198429 	33838098 	45662131 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,EE	4709541 	3786656 	5372356 	5978956 	6660765 	6717523 	8262469 	6730952 	4417509 	5237547 	5462410 	7000892 	7255370 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,EL	47782214 	50162400 	56100554 	50497926 	49173106 	55031356 	60391301 	54858802 	53356554 	56116646 	59729833 	56978341 	60960762 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,ES	553571278 	562925467 	528465198 	476458940 b	508758036 	517501822 	504034228 	510938424 	353020025 	441404089 	490333817 	507669859 	512719921 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,FI	81742693 	82778658 	78828121 	78887957 	80726374 	80462230 	78355746 	81767018 	90284272 	102394764 	90967439 	79285496 	84285865 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,FR	1028831354 	1030896713 	1026057420 	914664132 	894061378 	906553289 	910783032 	862364770 	771136711 	866790187 	894558690 	899299035 	879579699 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,HR	28759840 	29767048 	28039661 	24214087 	18136964 	19741646 	17581322 	20712033 	15340639 	19199582 	19464412 	21519433 	21092276 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,HU	45910616 	38061996 	39102242 	38139718 	36573673 	36080222 	37328318 	37365551 	25504814 	27141298 	30917029 	32760145 	32303869 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,IE	17877963 	17643225 	18860018 	17906013 	18655836 	19106171 	21374146 	22247258 	17871534 	13538378 	25892837 	23128187 	30333617 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,IT	285426120 	248179072 	218075497 b	204633075 	230243909 	235988232 	256510815 	240473560 	165270547 	203470591 	219130039 	199273072 	190129639 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,LT	6835960 	7069085 	6999646 	7174677 	6910430 	6991175 	7191203 	7332465 	5999399 	7383712 	7915460 	8811763 	10560631 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,LU	121310 	113046 	73879 	101000 	99214 	188311 	148403 	101020 	403592 	594625 	795465 	700675 	583808 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,LV	8115946 	7288832 	8446934 	6541646 	7231428 	7068187 	5513759 	5791683 	4083176 	6603707 	7198045 	7029435 	7033466 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,ME	: 	: 	: 	: 	4117850 	3752952 	: 	: 	: 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,MK	: 	: 	: 	: 	: 	: 	: 	772798 	699004 	734656 	: 	: 	: 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,MT	598219 	468406 	509876 b	562690 	823522 	708483 	650037 	618212 	1064868 	1082063 	996671 	1105685 	1165787 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,NL	107793362 	97202315 	92636699 	93312610 	97322767 	98416671 	97998993 	100550049 	92817988 	117453261 	85309849 	88356748 	79445147 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,NO	: 	44249606 	56115008 	47613416 	49829731 	52761251 	62324437 	: 	: 	81704633 	81255110 	77768070 	80546797 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,PL	196265288 	195473538 	177667110 b	186758670 	203038084 	214207468 	224767393 	233659749 	182815094 	220111421 	241626231 	236786187 	236940996 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,PT	47588478 	59744431 	49794523 	52301152 	51337199 	55672602 	56754835 	63612393 	55043867 	61061066 	62197994 	62918585 	59309037 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,RO	63742152 	64127086 	61716967 	57640945 	58000444 	60296496 	61372238 	65043201 	40021282 	58513393 	57806435 	65792576 	68096176 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,RS	: 	: 	: 	: 	: 	: 	5011141 	: 	: 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,SE	: 	: 	92761493 	104832198 	108249134 	135214314 	118553183 	122825289 	157522497 	167109926 	198065704 	: 	188265736 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,SI	5543663 	5362018 	4882851 	4511014 	5024063 	4871402 	5411773 	4790340 	4014574 	9025269 	7287194 	8632407 	7955164 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,SK	18233734 	15882234 b	17089425 	19987596 	23914130 	22808904 	26020146 	30916079 	16243508 	16363327 	23440187 	25993213 	24223410 
A,N_GE1,TOTAL,DOM,ACT_INAC,NR,UK	334309666 	319937939 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,EDUC,NR,AL	: 	: 	: 	: 	: 	2063452 	: 	1538720 	1617759 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,EDUC,NR,AT	3597522 	4591807 	3861299 	3477984 	4329766 	3546827 	4497754 	4234898 	4212226 	3918760 	4182545 	4560528 	4996046 
A,N_GE1,TOTAL,DOM,EDUC,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	2688933 	1463252 	1414990 	1841653 
A,N_GE1,TOTAL,DOM,EDUC,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	1460248 	1204869 	1916762 	1256311 
A,N_GE1,TOTAL,DOM,EDUC,NR,DK	: 	: 	: 	: 	: 	: 	: 	12759647 	11592080 	7209934 	6881699 	5173810 	8372222 
A,N_GE1,TOTAL,DOM,EDUC,NR,EE	373005 	417738 	755498 	567719 	567208 	749174 	879974 	778126 	483352 	732763 	567004 	576366 	913761 
A,N_GE1,TOTAL,DOM,EDUC,NR,ES	79449075 	81397593 	75081019 	45874881 b	54990294 	54712330 	51679994 	49767602 	38201446 	54576265 	44979085 	35146543 	47288880 
A,N_GE1,TOTAL,DOM,EDUC,NR,FI	14725885 	12036630 	11740492 	11362471 	11259275 	12489977 	12633463 	10644942 	13734085 	15219324 	11608159 	8940957 	9874325 
A,N_GE1,TOTAL,DOM,EDUC,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	48793767 	42807337 	49082190 	96374767 	84895402 
A,N_GE1,TOTAL,DOM,EDUC,NR,HR	: 	: 	5495383 	2625255 	: 	2327705 	: 	1823983 	1754961 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,EDUC,NR,HU	: 	: 	: 	3047013 	3875708 	3454145 	3524387 	3719097 	2698604 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,EDUC,NR,LU	37135 u	: 	: 	: 	: 	: 	: 	23752 u	: 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,EDUC,NR,LV	736615 	817063 	543515 	503234 	720434 	734617 	418290 	483305 	357497 u	602964 	509865 	385694 	472947 
A,N_GE1,TOTAL,DOM,EDUC,NR,MK	: 	: 	: 	: 	: 	: 	: 	82003 	89569 	73324 	: 	: 	: 
A,N_GE1,TOTAL,DOM,EDUC,NR,MT	: 	: 	: 	68745 	176913 	: 	: 	56299 	87117 	86252 	51994 	60396 	98737 
A,N_GE1,TOTAL,DOM,EDUC,NR,NL	11263772 	11380573 	8705467 	7754914 	9354109 	9726456 	7518129 	8009175 	7036254 	12879369 	8603830 	8498791 	8857042 
A,N_GE1,TOTAL,DOM,EDUC,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2802949 
A,N_GE1,TOTAL,DOM,EDUC,NR,PT	4503532 	5510812 	: 	4652836 	4955864 	850963 	5304324 	6126522 	6825190 	5649154 	6234358 	156655 	6312365 
A,N_GE1,TOTAL,DOM,EDUC,NR,RO	9440252 	8168298 	7263426 	6019762 	6095887 	6612930 	6947524 	6780649 	4094864 	6071202 	6163223 	14517290 	14073848 
A,N_GE1,TOTAL,DOM,EDUC,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,EDUC,NR,SI	657253 	812130 	575437 	427113 	480126 	: 	: 	: 	: 	1058649 	748291 	1209527 	951338 
A,N_GE1,TOTAL,DOM,EMP,NR,AL	: 	: 	: 	: 	: 	6639552 	: 	7798873 	5516672 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,EMP,NR,AT	22531743 	22544748 	22418144 	22242983 	23996474 	23936103 	24571646 	25077903 	23505474 	22894739 	29385534 	27998943 	27138162 
A,N_GE1,TOTAL,DOM,EMP,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	12366875 	7999691 	8587436 	9080541 
A,N_GE1,TOTAL,DOM,EMP,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	8278801 	9545587 	10033253 	10625493 
A,N_GE1,TOTAL,DOM,EMP,NR,DK	: 	: 	: 	: 	: 	: 	: 	31260149 	29837790 	24444036 	20097796 	17968561 	24707499 
A,N_GE1,TOTAL,DOM,EMP,NR,EE	2936145 	2649449 	3396828 	4100066 	4827553 	4634345 	5982895 	4597883 	3162564 	3549380 	4020653 	5123858 	4573100 
A,N_GE1,TOTAL,DOM,EMP,NR,ES	275104742 	259730556 	244433490 	237047614 b	255144332 	260338970 	257733500 	257903609 	178986868 	228057346 	263903323 	293510989 	274024786 
A,N_GE1,TOTAL,DOM,EMP,NR,FI	44235120 	46897246 	43401198 	42633048 	44006997 	43700618 	43642183 	45349215 	49250926 	56558293 	51083286 	44141419 	45113406 
A,N_GE1,TOTAL,DOM,EMP,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	468177499 	484366619 	493837612 	499619109 	505611419 
A,N_GE1,TOTAL,DOM,EMP,NR,HR	: 	: 	10688791 	10586065 	: 	10186413 	: 	10694402 	8113442 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,EMP,NR,HU	: 	: 	: 	20893974 	20087007 	20570359 	21033070 	20790328 	15060417 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,EMP,NR,LU	40987 	: 	: 	: 	: 	: 	: 	52147 	: 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,EMP,NR,LV	4801459 	4052905 	5483477 	3854452 	3962453 	4510216 	3602383 	3740046 	2643742 	4086790 	4242455 	4700654 	4744076 
A,N_GE1,TOTAL,DOM,EMP,NR,MK	: 	: 	: 	: 	: 	: 	: 	388746 	462955 	439528 	: 	: 	: 
A,N_GE1,TOTAL,DOM,EMP,NR,MT	: 	: 	: 	314924 	502883 	: 	: 	426143 	822868 	803359 	660648 	774401 	803059 
A,N_GE1,TOTAL,DOM,EMP,NR,NL	51942530 	47964423 	44764148 	45225769 	48957871 	48160469 	51245732 	51282386 	53354803 	63473079 	42905495 	43797581 	39316653 
A,N_GE1,TOTAL,DOM,EMP,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	53226104 
A,N_GE1,TOTAL,DOM,EMP,NR,PT	22985473 	26384050 	: 	26126323 	26438428 	5881738 	31161565 	33464035 	28515623 	33582743 	34839047 	810523 	33470188 
A,N_GE1,TOTAL,DOM,EMP,NR,RO	37350511 	39571368 	38729900 	35436252 	37436954 	39373388 	40495022 	43127445 	27773888 	39275751 	38355627 	37934178 	41538000 
A,N_GE1,TOTAL,DOM,EMP,NR,RS	: 	: 	: 	: 	: 	: 	2620848 	: 	: 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,EMP,NR,SI	2772294 	2712143 	2420451 	2071540 	2490229 	: 	: 	: 	: 	5635311 	4502673 	4961647 	4906568 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,AL	: 	: 	: 	: 	: 	2459863 	: 	3866724 	2441202 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,AT	11053705 	11542001 	10851524 	10898076 	11121921 	10354945 	11291957 	10886803 	8147711 	7753850 	10347551 	13092108 	14228422 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,BE	11589887 	11037775 	8928601 	10722496 	11803422 	10232724 b	14746286 	13515783 	12871699 	4097552 	5213990 	4680357 	5316105 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,BG	11857124 	14909073 	12475988 	10199541 	11977231 	17657842 	16455090 	14974719 	9945190 	1426485 	1801567 	2680318 	2793750 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,CH	24715831 	26281045 	26089499 	21967977 	24697194 	26509727 	25851022 	25542823 	32639470 	29420079 	27658085 	: 	: 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,CY	4361062 	4673615 	4491171 	3374489 	3814466 	3713917 	3684230 	3964824 	4638203 	4873278 	4515720 	4351932 	4773356 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,CZ	94981328 	91407995 	97656604 	86913645 	98081852 	101001956 	93646722 	100881491 	85919190 	90002766 	91639125 	77175149 	77471252 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,DE	566722964 	567365856 	570009772 	611975013 	589171749 	551345687 	587418926 	588869942 	456020398 	513745029 	531717227 	536440801 	582449638 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,DK	50591407 	55566796 b	58831786 	66154688 	51351643 	48712395 	39968740 	14960445 	12175145 	9488464 	8812900 	10158852 	11688241 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,EE	796043 	555076 	1052292 	1116755 	1060541 	1217152 	1152958 	1157104 	558044 	717728 	700516 	1014582 	1500438 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,EL	47782214 	50162400 	56100554 	50497926 	49173106 	55031356 	60391301 	54858802 	53356554 	56116646 	59729833 	56978341 	60960762 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,ES	156734895 	176370138 	169701736 	138101685 b	150404283 	155584234 	154862943 	163415391 	105583662 	122074536 	148752544 	143532002 	156802569 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,FI	19916680 	20422709 	19931203 	20448573 	20890076 	20058943 	19920217 	23379104 	23200338 	26907229 	24752660 	23687937 	26231630 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,FR	1028831354 	1030896713 	1026057420 	914664132 	894061378 	906553289 	910783032 	862364770 	249862601 	334757610 	347760242 	294958267 	281302401 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,HR	28759840 	29767048 	7272686 	7233414 	18136964 	5368012 	17581322 	6029152 	3807255 	19199582 	19464412 	21519433 	21092276 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,HU	45910616 	38061996 	39102242 	13466363 	12023956 	11722694 	12417039 	12661520 	7546447 	27141298 	30917029 	32760145 	32303869 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,IE	17877963 	17643225 	18860018 	17906013 	18655836 	19106171 	21374146 	22247258 	17871534 	13538378 	25892837 	23128187 	30333617 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,IT	285426120 	248179072 	218075497 b	204633075 	230243909 	235988232 	256510815 	240473560 	165270547 	203470591 	219130039 	199273072 	190129639 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,LT	6835960 	7069085 	6999646 	7174677 	6910430 	6991175 	7191203 	7332465 	5999399 	7383712 	7915460 	8811763 	10560631 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,LU	38329 u	113046 	73879 	101000 	99214 	188311 	148403 	24125 u	403592 	594625 	795465 	700675 	583808 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,LV	1932681 	1789908 	1959443 	1564034 	2031985 	1646332 	1263105 	1327600 	949243 	1591078 	2060193 	1618094 	1633753 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,ME	: 	: 	: 	: 	4117850 	3752952 	: 	: 	: 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,MK	: 	: 	: 	: 	: 	: 	: 	227477 	75890 	154495 	: 	: 	: 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,MT	598219 	468406 	509876 b	164904 	118848 	708483 	650037 	124772 	147525 	181426 	271157 	248831 	231712 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,NL	36770461 	30822975 	31000096 	32414248 	30507056 	37314380 	36162102 	37897551 	29324921 	39054881 	32374729 	34502902 	30098340 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,NO	: 	44249606 	56115008 	47613416 	49829731 	52761251 	62324437 	: 	: 	81704633 	81255110 	77768070 	22299441 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,PL	196265288 	195473538 	177667110 b	186758670 	203038084 	214207468 	224767393 	233659749 	182815094 	220111421 	241626231 	236786187 	236940996 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,PT	16895861 	23326566 	49794523 	18346623 	17148964 	48230388 	17701704 	21762596 	16965935 	19578169 	18675153 	61828321 	17672510 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,RO	15685487 	15091286 	14934622 	15606723 	13941194 	13860939 	13690767 	14876024 	7939803 	12780477 	13068183 	12903159 	12142837 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,RS	: 	: 	: 	: 	: 	: 	1221078 	: 	: 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,SE	: 	: 	92761493 	104832198 	108249134 	135214314 	118553183 	122825289 	157522497 	167109926 	198065704 	: 	188265736 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,SI	1718123 	1505769 	1481531 	1787361 	1786665 	4871402 	5411773 	4790340 	4014574 	2084934 	1847841 	2197346 	1951433 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,SK	18233734 	15882234 b	17089425 	19987596 	23914130 	22808904 	26020146 	30916079 	16243508 	16363327 	23440187 	25993213 	24223410 
A,N_GE1,TOTAL,DOM,INAC_OTH,NR,UK	334309666 	319937939 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,UNE,NR,AL	: 	: 	: 	: 	: 	1968470 	: 	2963523 	2022764 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,UNE,NR,AT	501497 u	561134 	377991 u	360732 	582522 	452157 u	535055 	555129 	738793 	728202 	317051 	950003 	1050799 
A,N_GE1,TOTAL,DOM,UNE,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	240148 u	351054 u	382835 	462407 u
A,N_GE1,TOTAL,DOM,UNE,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	306231 u	323409 u	270071 	422634 
A,N_GE1,TOTAL,DOM,UNE,NR,DK	: 	: 	: 	: 	: 	: 	: 	701605 u	781915 u	599783 u	406035 u	536876 u	894168 u
A,N_GE1,TOTAL,DOM,UNE,NR,EE	604348 u	164394 	167738 	194416 	205463 	116852 u	246641 u	197839 u	213549 	237675 u	174237 u	286086 	268070 
A,N_GE1,TOTAL,DOM,UNE,NR,ES	42282566 	45427180 	39248953 	55434760 b	48219126 	46866288 	39757791 	39851822 	30248048 	36695942 	32698864 	35480326 	34603686 
A,N_GE1,TOTAL,DOM,UNE,NR,FI	2865008 	3422074 	3755228 	4443864 	4570025 	4212692 	2159883 	2393757 	4098923 	3709918 	3523333 	2515183 	3066504 
A,N_GE1,TOTAL,DOM,UNE,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	4302845 	4858620 	3878646 	8346892 	7770477 
A,N_GE1,TOTAL,DOM,UNE,NR,HR	: 	: 	4582801 	3769353 	: 	1859517 	: 	2164497 	1664981 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,UNE,NR,HU	: 	: 	: 	732368 	587002 	333024 	353822 	194606 	199346 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,UNE,NR,LU	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,UNE,NR,LV	645191 	628955 	460499 	619927 	516556 	177022 	229982 	240732 u	132694 u	322875 	385532 	324994 	182690 
A,N_GE1,TOTAL,DOM,UNE,NR,MK	: 	: 	: 	: 	: 	: 	: 	74573 u	70590 u	67310 u	: 	: 	: 
A,N_GE1,TOTAL,DOM,UNE,NR,MT	: 	: 	: 	14117 u	: u	: 	: 	10999 u	: u	: u	: u	22057 u	: u
A,N_GE1,TOTAL,DOM,UNE,NR,NL	7816598 	7034344 	8166988 	7917680 	8503731 	3215366 	3073030 	3360937 	3102009 	2045932 	1425795 	1557473 	1173113 
A,N_GE1,TOTAL,DOM,UNE,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2218303 
A,N_GE1,TOTAL,DOM,UNE,NR,PT	3203613 	4523004 	: 	3175370 	2793943 	709514 	2587242 	2259239 	2737119 	2251000 	2449436 	123085 u	1853974 
A,N_GE1,TOTAL,DOM,UNE,NR,RO	1265901 	1296134 	789019 	578208 	526410 	449239 	238924 	259083 	212726 	385963 	219403 	437949 	341492 u
A,N_GE1,TOTAL,DOM,UNE,NR,RS	: 	: 	: 	: 	: 	: 	553821 u	: 	: 	: 	: 	: 	: 
A,N_GE1,TOTAL,DOM,UNE,NR,SI	395994 	331976 	405431 	225001 u	267044 	: 	: 	: 	: 	246375 	188389 	263886 	145826 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	2310343 	: 	: 	: 	: 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,AT	: 	: 	: 	: 	: 	: 	: 	: 	17798123 	39451712 	65317472 	70720562 	71029130 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,BE	: 	: 	: 	: 	: 	: 	: 	: 	42152771 	56568522 	81981758 	85971406 	91899744 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,BG	: 	: 	: 	: 	: 	: 	: 	: 	948307 	647116 	3336784 	4253461 	4118984 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,CH	: 	: 	: 	: 	: 	: 	: 	: 	45822937 	47036180 	73865673 	: 	: 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,CY	: 	: 	: 	: 	: 	: 	: 	: 	3315291 	3249825 	5385457 	7318090 	7915548 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,CZ	: 	: 	: 	: 	: 	: 	: 	: 	13311148 	18347112 	32945868 	35342434 	34154530 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	248864958 	333762697 	536171737 	572099447 	635497017 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	16015706 	17936633 	30075984 	31656187 	51280596 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,EE	: 	: 	: 	: 	: 	: 	: 	: 	3096740 	2763550 	4340835 	5888715 	5897600 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	1799627 	2041080 	4561185 	4426673 	4070245 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,ES	: 	: 	: 	: 	: 	: 	: 	: 	17446796 	29442193 	53746269 	57786963 	65008258 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,FI	: 	: 	: 	: 	: 	: 	: 	: 	16986443 	10973040 	34810907 	37456096 	38749967 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,FR	: 	: 	: 	: 	: 	: 	: 	: 	45171968 	71422741 	115099083 	125994850 	130721262 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,HR	: 	: 	: 	: 	: 	: 	: 	: 	2522720 	3187914 	3900693 	6157704 	5919004 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,HU	: 	: 	: 	: 	: 	: 	: 	: 	8778439 	10674285 	21998331 	25605337 	26385589 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,IE	: 	: 	: 	: 	: 	: 	: 	: 	6226567 	8193113 	32692249 	33589595 	43717785 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,IT	: 	: 	: 	: 	: 	: 	: 	: 	12424207 	25459452 	43466023 	39157717 	42020971 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,LT	: 	: 	: 	: 	: 	: 	: 	: 	2857804 	3520507 	7979479 	8976062 	9610436 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,LU	: 	: 	: 	: 	: 	: 	: 	: 	9769663 	12524015 	16343383 	15882316 	15796203 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	2166957 	2916247 	4502825 	6003755 	6083905 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,MK	: 	: 	: 	: 	: 	: 	: 	: 	245886 	827634 	: 	: 	: 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,MT	: 	: 	: 	: 	: 	: 	: 	: 	721536 	1374875 	2397758 	2934534 	3104563 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,NL	: 	: 	: 	: 	: 	: 	: 	: 	50845726 	95946884 	159243696 	164622449 	155711925 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	15837438 	39186582 	40095189 	44192712 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,PL	: 	: 	: 	: 	: 	: 	: 	: 	47875941 	53171470 	87904098 	84731876 	84936218 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,PT	: 	: 	: 	: 	: 	: 	: 	: 	3245441 	5049319 	10076142 	11462978 	12111903 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,RO	: 	: 	: 	: 	: 	: 	: 	: 	2530242 	5662845 	8506106 	10429007 	12083478 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,SE	: 	: 	: 	: 	: 	: 	: 	: 	21242875 	30681425 	92505604 	: 	101374396 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,SI	: 	: 	: 	: 	: 	: 	: 	: 	6333751 	10461264 	14519445 	16614964 	17674177 
A,N_GE1,TOTAL,EU27_2020_FOR,ACT_INAC,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	4340016 	7911217 	14141574 	17556515 	19384369 
A,N_GE1,TOTAL,EU27_2020_FOR,EDUC,NR,AL	: 	: 	: 	: 	: 	: 	: 	: 	116737 u	: 	: 	: 	: 
