freq,c_dest,purpose,duration,unit,geo	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,AFR,PROF,N1-3,NR,DK	: u	: u	: 	: u	: u	: u	: 	: u	: 	: 	: 	: 	: 
A,AFR,PROF,N1-3,NR,EA20	567535 	440299 	412024 	729670 	448972 	476233 	517404 	485618 	236460 u	: u	217284 u	265244 	1381103 
A,AFR,PROF,N1-3,NR,EE	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: 
A,AFR,PROF,N1-3,NR,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,AFR,PROF,N1-3,NR,ES	83692 u	: u	: u	: u	139210 u	: u	: u	: u	: u	: u	: u	: u	: u
A,AFR,PROF,N1-3,NR,EU27_2020	602298 e	554560 e	414523 	742074 	470911 	500247 	528416 	500004 	236460 u	: u	231586 u	270893 e	1381103 
A,AFR,PROF,N1-3,NR,FI	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 
A,AFR,PROF,N1-3,NR,FR	166376 u	235040 u	312805 u	200073 u	178848 u	305540 u	323503 u	255302 u	: u	: u	: u	: u	1080027 
A,AFR,PROF,N1-3,NR,HR	: 	: u	: u	: 	: u	: 	: 	: u	: 	: 	: 	: 	: 
A,AFR,PROF,N1-3,NR,HU	: u	: u	: 	: u	: u	: u	: 	: u	: 	: 	: u	: u	: 
A,AFR,PROF,N1-3,NR,IE	: 	: u	: 	: u	: 	: u	: 	: 	: 	: 	: 	: u	: u
A,AFR,PROF,N1-3,NR,IT	: 	: u	: 	: 	: 	: u	: 	: u	: 	: 	: u	: u	: 
A,AFR,PROF,N1-3,NR,LT	: u	: u	: 	: 	: 	: 	: u	: u	: u	: u	: u	: u	: u
A,AFR,PROF,N1-3,NR,LU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,AFR,PROF,N1-3,NR,MT	3571 u	3817 u	: u	: u	: 	: u	: u	: u	: u	: u	: 	: u	: u
A,AFR,PROF,N1-3,NR,NL	: 	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,AFR,PROF,N1-3,NR,NO	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 	: 	: u
A,AFR,PROF,N1-3,NR,PL	: u	: 	: u	: u	: 	: u	: u	: 	: 	: u	: 	: u	: 
A,AFR,PROF,N1-3,NR,PT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,AFR,PROF,N1-3,NR,SE	: 	: 	: 	: 	: 	: u	: u	: 	: 	: 	: 	: 	: 
A,AFR,PROF,N1-3,NR,SI	: u	: 	: 	: u	: 	: 	: 	: 	: 	: 	: u	: 	: 
A,AFR,PROF,N1-3,NR,UK	62234 u	70591 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AFR,PROF,N_GE1,NR,AL	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,AFR,PROF,N_GE1,NR,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AFR,PROF,N_GE1,NR,BE	1648372 u	496902 u	395248 u	858567 u	1103346 u	336517 bu	509262 u	262404 u	: u	: u	1220046 u	201860 u	378001 u
A,AFR,PROF,N_GE1,NR,BG	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: u	: 	: u
A,AFR,PROF,N_GE1,NR,CH	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 
A,AFR,PROF,N_GE1,NR,CY	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,AFR,PROF,N_GE1,NR,CZ	: 	: 	: u	: 	: u	: u	: u	: 	: 	: 	: u	: 	: u
A,AFR,PROF,N_GE1,NR,DE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,AFR,PROF,N_GE1,NR,DK	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u
A,AFR,PROF,N_GE1,NR,EA20	10411850 	11508925 	8792515 	8498782 	6312177 	10399424 	9361165 	6971597 	3555336 	2687624 	4189058 	5131500 	4888223 
A,AFR,PROF,N_GE1,NR,EE	: 	: u	: u	: 	: u	: u	: u	: u	: 	: u	: 	: u	: u
A,AFR,PROF,N_GE1,NR,EL	: 	: u	: u	: 	: u	: 	: 	: u	: 	: 	: 	: u	: u
A,AFR,PROF,N_GE1,NR,ES	572623 	1418169 	1255412 	859286 bu	1612341 u	330642 u	550632 u	1328031 u	: u	: u	690943 u	523032 u	378132 u
A,AFR,PROF,N_GE1,NR,EU27_2020	11028950 e	11941151 e	9068410 	9275450 	6524369 	11970004 	10086378 	8559201 	3560998 	2730226 	4531727 	5337150 e	6149548 
A,AFR,PROF,N_GE1,NR,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AFR,PROF,N_GE1,NR,FR	3496483 	2002096 	1935259 	1368785 u	1130988 u	2502663 	1686101 	2167031 	: u	: u	1021287 u	1528080 u	2503754 
A,AFR,PROF,N_GE1,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: 	: u
A,AFR,PROF,N_GE1,NR,HU	25126 u	: u	: u	51307 u	: u	: u	: u	: u	: u	18667 u	: u	: u	: u
A,AFR,PROF,N_GE1,NR,IE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,AFR,PROF,N_GE1,NR,IT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AFR,PROF,N_GE1,NR,LT	: u	21456 u	: u	: u	: u	: u	: u	59438 u	: u	41592 	: u	56331 u	50318 u
A,AFR,PROF,N_GE1,NR,LU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AFR,PROF,N_GE1,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,AFR,PROF,N_GE1,NR,ME	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,AFR,PROF,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,AFR,PROF,N_GE1,NR,MT	57446 	81396 	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AFR,PROF,N_GE1,NR,NL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	210555 u	433468 u	168142 u
A,AFR,PROF,N_GE1,NR,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	: 	: u	: 	: u
A,AFR,PROF,N_GE1,NR,PL	: u	: u	: u	: u	: u	: u	: u	: u	: u	23935 u	: u	39471 u	65732 
A,AFR,PROF,N_GE1,NR,PT	784973 u	294284 u	322621 u	502363 u	344414 u	: u	416929 u	426056 	: u	: u	192833 u	355113 u	228530 
A,AFR,PROF,N_GE1,NR,SE	: 	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: u
A,AFR,PROF,N_GE1,NR,SI	: u	: 	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u	: u
A,AFR,PROF,N_GE1,NR,SK	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 
A,AFR,PROF,N_GE1,NR,UK	4018232 	3346771 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AFR,PROF,N_GE4,NR,AL	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 
A,AFR,PROF,N_GE4,NR,AT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AFR,PROF,N_GE4,NR,BE	1630700 u	474727 u	381405 u	844441 u	1099085 u	322968 bu	: u	: u	: u	: u	1211255 u	: u	: u
A,AFR,PROF,N_GE4,NR,BG	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u
A,AFR,PROF,N_GE4,NR,CH	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u	: 	: 
A,AFR,PROF,N_GE4,NR,CY	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: 	: u	: u
A,AFR,PROF,N_GE4,NR,CZ	: 	: 	: u	: 	: 	: u	: u	: 	: 	: 	: u	: 	: u
A,AFR,PROF,N_GE4,NR,DE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,AFR,PROF,N_GE4,NR,DK	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u
A,AFR,PROF,N_GE4,NR,EA20	9844314 	11068627 	8380491 	7769112 	5863204 	9923191 	8843761 	6485979 	3318876 	2618310 	3971774 	4866256 	3507120 
A,AFR,PROF,N_GE4,NR,EE	: 	: u	: u	: 	: u	: 	: u	: u	: 	: u	: 	: u	: u
A,AFR,PROF,N_GE4,NR,EL	: 	: u	: u	: 	: u	: 	: 	: u	: 	: 	: 	: u	: u
A,AFR,PROF,N_GE4,NR,ES	488931 u	1369031 	1216886 	830907 bu	1473132 u	304560 u	492859 u	1280551 u	: u	: u	: u	: u	: u
A,AFR,PROF,N_GE4,NR,EU27_2020	10426652 e	11386591 e	8653887 	8533376 	6053458 	11469757 	9557963 	8059197 	3324538 	2660540 	4300141 	5066257 e	4768445 
A,AFR,PROF,N_GE4,NR,FI	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AFR,PROF,N_GE4,NR,FR	3330106 u	1767057 u	1622454 u	1168713 u	952140 u	2197123 u	1362598 u	1911729 u	: u	: u	: u	1446396 u	1423727 u
A,AFR,PROF,N_GE4,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: 	: u
A,AFR,PROF,N_GE4,NR,HU	: u	: u	: u	50590 u	: u	: u	: u	: u	: u	18667 u	: u	: u	: u
A,AFR,PROF,N_GE4,NR,IE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,AFR,PROF,N_GE4,NR,IT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AFR,PROF,N_GE4,NR,LT	: u	20536 u	: u	: u	: u	: u	: u	59232 u	: u	40960 	: u	48889 u	48295 u
A,AFR,PROF,N_GE4,NR,LU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AFR,PROF,N_GE4,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u
A,AFR,PROF,N_GE4,NR,ME	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,AFR,PROF,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 
A,AFR,PROF,N_GE4,NR,MT	53876 	77579 	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,AFR,PROF,N_GE4,NR,NL	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	200368 u	430418 u	: u
A,AFR,PROF,N_GE4,NR,NO	: 	: u	: u	: u	: u	: 	: u	: 	: 	: 	: u	: 	: u
A,AFR,PROF,N_GE4,NR,PL	: u	: u	: u	: u	: u	: u	: u	: u	: u	23563 u	: u	38304 u	65732 
A,AFR,PROF,N_GE4,NR,PT	771430 u	: u	320411 u	493166 u	336112 u	: u	410896 u	403463 u	: u	: u	189319 u	344680 u	199427 u
A,AFR,PROF,N_GE4,NR,SE	: 	: 	: 	: u	: u	: u	: u	: u	: 	: 	: 	: 	: u
A,AFR,PROF,N_GE4,NR,SI	: 	: 	: u	: u	: u	: u	: u	: 	: 	: u	: 	: u	: u
A,AFR,PROF,N_GE4,NR,SK	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 	: u	: 	: 
A,AFR,PROF,N_GE4,NR,UK	3955998 	3276180 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AFR,TOTAL,N1-3,NR,AT	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,AFR,TOTAL,N1-3,NR,BE	: u	: u	: u	: u	: u	: u	103117 u	95719 u	: u	: u	: u	: u	: u
A,AFR,TOTAL,N1-3,NR,BG	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: u	: u	: 
A,AFR,TOTAL,N1-3,NR,CH	: u	: u	: u	: 	: 	: u	: u	: u	: 	: 	: u	: 	: 
A,AFR,TOTAL,N1-3,NR,CY	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,AFR,TOTAL,N1-3,NR,CZ	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: u
A,AFR,TOTAL,N1-3,NR,DE	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,AFR,TOTAL,N1-3,NR,DK	: u	: u	: 	: u	: u	: u	: 	: u	: u	: 	: 	: 	: u
A,AFR,TOTAL,N1-3,NR,EA20	1208690 	1287393 	1211057 	1395416 	1081538 	1475570 	1236629 	1528438 	408836 	317024 u	1144986 	1695005 	2922186 
A,AFR,TOTAL,N1-3,NR,EE	: 	: 	: 	: u	: 	: u	: 	: u	: 	: 	: 	: u	: u
A,AFR,TOTAL,N1-3,NR,EL	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: u	: u
A,AFR,TOTAL,N1-3,NR,ES	456424 	338097 	402861 	265792 b	463921 	396400 	398370 	415952 	44290 u	: u	312278 	386570 	657061 
A,AFR,TOTAL,N1-3,NR,EU27_2020	1261476 e	1410235 e	1227661 	1426387 	1107539 	1535775 	1286366 	1608773 	434456 	317396 u	1162215 	1707228 e	3123562 
A,AFR,TOTAL,N1-3,NR,FI	: 	: 	: 	: u	: u	: 	: u	: 	: u	: 	: 	: 	: 
A,AFR,TOTAL,N1-3,NR,FR	343927 u	327158 u	455533 	287723 u	260676 u	451679 u	570427 	560612 u	: u	: u	290504 u	725044 u	1660780 
A,AFR,TOTAL,N1-3,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: 	: 	: 
A,AFR,TOTAL,N1-3,NR,HU	: u	: u	: u	: u	: u	: u	: 	: u	: 	: 	: u	: u	: 
A,AFR,TOTAL,N1-3,NR,IE	: 	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u
A,AFR,TOTAL,N1-3,NR,IT	: u	: u	: u	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u
A,AFR,TOTAL,N1-3,NR,LT	6386 u	: u	: u	: 	: 	: 	: u	: u	: u	: u	: u	13555 u	: u
A,AFR,TOTAL,N1-3,NR,LU	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
A,AFR,TOTAL,N1-3,NR,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 
A,AFR,TOTAL,N1-3,NR,MT	4556 u	4115 u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u
A,AFR,TOTAL,N1-3,NR,NL	: u	: u	: u	: u	: u	: u	: u	122949 u	: u	: u	: u	: u	: u
A,AFR,TOTAL,N1-3,NR,NO	: 	: u	: u	: u	: u	: u	: u	: 	: 	: u	: 	: 	: u
A,AFR,TOTAL,N1-3,NR,PL	: u	: 	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,AFR,TOTAL,N1-3,NR,PT	: u	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	53189 u
A,AFR,TOTAL,N1-3,NR,RO	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,AFR,TOTAL,N1-3,NR,SE	: 	: 	: u	: u	: 	: u	: u	: u	: 	: 	: 	: 	: u
A,AFR,TOTAL,N1-3,NR,SI	: u	: u	: u	: u	: 	: 	: 	: 	: 	: u	: u	: u	: u
A,AFR,TOTAL,N1-3,NR,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 
A,AFR,TOTAL,N1-3,NR,UK	200724 	211648 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AFR,TOTAL,N_GE1,NR,AL	: 	: 	: 	: 	: 	: u	: 	: u	: u	: 	: 	: 	: 
A,AFR,TOTAL,N_GE1,NR,AT	1874962 	2152199 	3019936 	2667195 	1494621 	2809268 	2902306 	3100843 	771110 u	536158 u	3844881 	4384409 	4218226 
A,AFR,TOTAL,N_GE1,NR,BE	5831244 	7966926 	6050497 	7833916 	5649744 	6974197 b	7727990 	8939347 	4029877 	3857924 	8634753 	8917474 	12932352 
A,AFR,TOTAL,N_GE1,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,AFR,TOTAL,N_GE1,NR,CH	4069807 	4077900 	3551775 	4525939 u	3663226 u	5576303 	5467827 	6375410 	3323975 u	3019756 u	2627627 u	: 	: 
A,AFR,TOTAL,N_GE1,NR,CY	134717 bu	166661 u	: u	: u	: u	: u	: u	: u	: u	: u	: u	237405 u	: u
A,AFR,TOTAL,N_GE1,NR,CZ	2979594 	2361567 	2337721 	1588799 	1525339 	3307968 	3390677 	3615983 	: u	1516606 	4766995 	4389744 	4826070 
A,AFR,TOTAL,N_GE1,NR,DE	28470208 	38747330 	40317119 	31602659 	27031623 	48024478 	56925339 	44740653 	9491416 u	14919020 u	22524770 	32870745 	50280040 
A,AFR,TOTAL,N_GE1,NR,DK	2450957 	1571494 bu	1354378 u	1789604 u	1436841 u	1153747 u	971017 u	2536803 	: u	: u	1299975 u	1440493 u	2393452 u
A,AFR,TOTAL,N_GE1,NR,EA20	101097842 	110668920 	112623991 	102303551 	78094422 	110083276 	126647677 	120947982 	32697922 	45632254 	91530612 	122729804 	144649049 
A,AFR,TOTAL,N_GE1,NR,EE	340848 u	204885 u	249946 u	319166 u	: u	184878 u	448154 u	334547 u	270271 u	283267 u	315682 u	515278 	453624 u
A,AFR,TOTAL,N_GE1,NR,EL	: u	: u	220159 u	: u	: u	: u	: u	: u	: u	: u	: u	112160 u	131031 u
A,AFR,TOTAL,N_GE1,NR,ES	10524184 	12433418 	11687005 	9496389 b	13817090 	13656760 	14538606 	12136104 	2676720 	6901136 	15156663 	21518799 	22898254 
A,AFR,TOTAL,N_GE1,NR,EU27_2020	112803098 e	120177650 e	122530598 	111598689 	86356085 	123399619 	137214071 	134863829 	35605213 	49872524 	102131144 	134282106 e	164098267 
A,AFR,TOTAL,N_GE1,NR,FI	1612997 bu	1628163 u	1036684 u	: u	1352383 u	: u	770164 u	1784978 u	: u	: u	1889384 u	1017888 u	2897835 u
A,AFR,TOTAL,N_GE1,NR,FR	29648380 	29430161 	24908155 	18730040 	17148223 	22033971 	25033235 	25939868 	9398808 	7483951 	21155161 	30528733 	28605342 
A,AFR,TOTAL,N_GE1,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,AFR,TOTAL,N_GE1,NR,HU	568197 	586571 	554540 	377903 	265918 	599952 	458124 	1041978 	93364 	339126 	535720 	619422 	920329 
A,AFR,TOTAL,N_GE1,NR,IE	915232 u	877583 	1251329 	1076964 	1068389 	909899 u	785330 	1050915 u	490317 u	: u	1289166 u	: u	1417894 u
A,AFR,TOTAL,N_GE1,NR,IT	10427258 	6530243 	13192609 bu	21386718 u	3500772 u	4191139 u	5692042 u	9998672 u	: u	: u	5466086 	8380128 	5422264 
A,AFR,TOTAL,N_GE1,NR,LT	203595 	179199 	330723 	247336 	241943 	363390 	603354 	648379 	189909 	267745 	596253 	651445 	612404 
A,AFR,TOTAL,N_GE1,NR,LU	439231 	535338 	484160 	330610 	370633 	559614 	527802 	515110 	294392 	481613 	866879 	991325 	929835 
A,AFR,TOTAL,N_GE1,NR,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	245217 u	512008 u	618274 
A,AFR,TOTAL,N_GE1,NR,ME	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,AFR,TOTAL,N_GE1,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 
A,AFR,TOTAL,N_GE1,NR,MT	123509 	174806 	135399 bu	: u	68395 u	141358 u	116348 u	76361 u	: u	: u	: u	83338 u	166525 u
A,AFR,TOTAL,N_GE1,NR,NL	6951673 b	6301124 	7213850 	5566466 	4572086 	7295996 	7029629 	7345892 	1688981 	2049482 	6407287 	7536205 	8719962 
A,AFR,TOTAL,N_GE1,NR,NO	: 	1527358 u	1455551 u	1817223 u	1536621 u	1264063 u	1352950 u	: 	: 	: u	1511099 u	: u	1854466 u
A,AFR,TOTAL,N_GE1,NR,PL	3851458 	3133975 	3815726 b	3828623 	1907265 	2326838 	2748049 	3037303 	650055 	1230893 	2592473 	3668543 	5067780 
A,AFR,TOTAL,N_GE1,NR,PT	1405340 	1374632 	1056878 	1226921 	921660 	1003639 	1917892 	1463295 	376415 u	610797 u	1647005 	1852457 	2077157 
A,AFR,TOTAL,N_GE1,NR,RO	: u	: 	: u	: u	: 	: u	: u	: u	: u	211367 u	152966 u	153621 u	133282 u
A,AFR,TOTAL,N_GE1,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,AFR,TOTAL,N_GE1,NR,SE	: 	: 	1816052 u	1697128 u	3116139 u	5876445 	2979635 	3431174 	: u	: u	: u	: 	: u
A,AFR,TOTAL,N_GE1,NR,SI	222403 u	186751 u	181843 u	: u	: u	: u	207884 u	: u	: u	: u	325266 u	490484 	302333 u
A,AFR,TOTAL,N_GE1,NR,SK	1543811 u	: u	: u	: u	: u	: u	818054 u	1878047 u	: u	: u	727007 u	1347008 u	1590508 u
A,AFR,TOTAL,N_GE1,NR,UK	39820664 	37255264 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AFR,TOTAL,N_GE4,NR,AL	: 	: 	: 	: 	: 	: u	: 	: u	: u	: 	: 	: 	: 
A,AFR,TOTAL,N_GE4,NR,AT	1863245 	2144196 	3010497 	2647163 	1489203 	2754511 	2892530 	3068918 	771110 u	531875 u	3813355 	4374947 	4186411 
A,AFR,TOTAL,N_GE4,NR,BE	5795312 	7928510 	6020572 	7816310 	5624473 	6882204 b	7624873 	8843628 	3923985 	3849195 	8581058 	8870219 	12879534 
A,AFR,TOTAL,N_GE4,NR,BG	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,AFR,TOTAL,N_GE4,NR,CH	3911002 	3962763 	3545416 	4525939 u	3663226 u	5560030 	5454847 	6292628 	3323975 u	3019756 u	2600169 u	: 	: 
A,AFR,TOTAL,N_GE4,NR,CY	129418 bu	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	229021 u	: u
A,AFR,TOTAL,N_GE4,NR,CZ	2979594 	2361567 	2337721 	1588799 	1520704 u	3307968 	3390677 	3615983 	: u	1516606 	4766995 	4389744 	4774159 
A,AFR,TOTAL,N_GE4,NR,DE	28198404 	38405949 	40218251 	31035088 	26951217 	47724066 	56889772 	44600005 	9491416 u	14769587 u	22235806 	32768335 	50091425 
A,AFR,TOTAL,N_GE4,NR,DK	2447998 	1457751 bu	1354378 u	1780877 u	1418180 u	1128921 u	971017 u	2500608 u	: u	: u	1299975 u	1440493 u	2343206 u
A,AFR,TOTAL,N_GE4,NR,EA20	99889152 	109381527 	111412933 	100908135 	77012885 	108607706 	125411048 	119419545 	32289086 	45315230 	90385627 	121034798 	141726863 
A,AFR,TOTAL,N_GE4,NR,EE	340848 u	204885 u	249946 u	316738 u	: u	184274 u	448154 u	333362 u	270271 u	283267 u	315682 u	512223 	450486 u
A,AFR,TOTAL,N_GE4,NR,EL	: u	: u	220159 u	: u	: u	: u	: u	: u	: u	: u	: u	110605 u	127143 u
A,AFR,TOTAL,N_GE4,NR,ES	10067759 	12095321 	11284144 	9230598 b	13353170 	13260360 	14140236 	11720152 	2632429 	6888349 	14844385 	21132229 	22241194 
A,AFR,TOTAL,N_GE4,NR,EU27_2020	111541622 e	118767415 e	121302938 	110172302 	85248546 	121863845 	135927705 	133255056 	35170757 	49555128 	100968928 	132574878 e	160974704 
A,AFR,TOTAL,N_GE4,NR,FI	1612997 bu	1628163 u	1036684 u	: u	: u	: u	761659 u	1784978 u	: u	: u	1889384 u	1017888 u	2897835 u
A,AFR,TOTAL,N_GE4,NR,FR	29304453 	29103003 	24452622 	18442316 	16887547 	21582292 	24462808 	25379256 	9199872 	7369380 	20864657 	29803689 	26944561 
A,AFR,TOTAL,N_GE4,NR,HR	: u	: u	: u	: u	: u	: u	: u	: u	: 	: u	: u	: u	: u
A,AFR,TOTAL,N_GE4,NR,HU	565719 	586053 	553877 	376378 	263818 	599220 	458124 	1039234 	93364 	339126 	528058 	614940 	920329 
A,AFR,TOTAL,N_GE4,NR,IE	915232 u	858675 	1236736 	1061491 	1066570 	907506 u	783301 	1048055 u	483160 u	: u	1264521 u	: u	: u
A,AFR,TOTAL,N_GE4,NR,IT	10407206 	6411885 	13066134 bu	21240576 u	3351566 u	: u	5677708 u	9930061 u	: u	: u	5396340 u	8075764 u	5240318 u
A,AFR,TOTAL,N_GE4,NR,LT	197209 	176523 	329623 	247336 	241943 	363390 	602744 	643925 	189398 	266417 	595684 	637890 	610062 
A,AFR,TOTAL,N_GE4,NR,LU	434755 	532714 	479021 	327941 	365204 	538722 	521880 	506206 	290109 	481143 	859120 	986433 	918192 
A,AFR,TOTAL,N_GE4,NR,LV	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	245217 u	494301 u	618274 
A,AFR,TOTAL,N_GE4,NR,ME	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 
A,AFR,TOTAL,N_GE4,NR,MK	: 	: 	: 	: 	: 	: 	: 	: u	: 	: u	: 	: 	: 
A,AFR,TOTAL,N_GE4,NR,MT	118953 	170691 	134367 bu	: u	: u	: u	112049 u	74059 u	: u	: u	: u	79397 u	165202 u
A,AFR,TOTAL,N_GE4,NR,NL	6931935 b	6238211 	7174354 	5536528 	4532690 	7272968 	6966803 	7222943 	1678083 	2034413 	6356521 	7514411 	8677797 
A,AFR,TOTAL,N_GE4,NR,NO	: 	1508273 u	1426551 u	1801146 u	1508558 u	1234880 u	1318668 u	: 	: 	: u	1511099 u	: u	1842360 u
A,AFR,TOTAL,N_GE4,NR,PL	3812622 	3133975 	3808229 b	3822997 	1906660 	2319420 	2725159 	3030387 	650055 	1230522 	2589546 	3663936 	5064309 
A,AFR,TOTAL,N_GE4,NR,PT	1382891 	1372258 	1050432 	1211114 	897345 	992520 	1905653 	1433116 	366631 u	610797 u	1638442 	1833622 	2023968 
A,AFR,TOTAL,N_GE4,NR,RO	: u	: 	: u	: u	: 	: u	: u	: u	: u	211367 u	152966 u	153621 u	133282 u
A,AFR,TOTAL,N_GE4,NR,RS	: 	: 	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 
A,AFR,TOTAL,N_GE4,NR,SE	: 	: 	1807608 u	1682034 u	3116139 u	5849217 	2953107 	3398294 	: u	: u	: u	: 	: u
A,AFR,TOTAL,N_GE4,NR,SI	220546 u	183094 u	179573 u	: u	: u	: u	207884 u	: u	: u	: u	322448 u	487406 u	299389 u
A,AFR,TOTAL,N_GE4,NR,SK	1543811 u	: u	: u	: u	: u	: u	818054 u	1878047 u	: u	: u	727007 u	1344262 u	1590508 u
A,AFR,TOTAL,N_GE4,NR,UK	39619940 	37043616 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,AFR_OTH,PER,N1-3,NR,AT	: u	: u	: 	: u	: u	: u	: u	: u	: 	: 	: u	: u	: u
A,AFR_OTH,PER,N1-3,NR,BE	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u	: u
